index,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,B365AHH,B365AHA,B365AH,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
91,B1,11/12/04,Lierse,Lokeren,2,0,H,2,0,H,1.9,3.25,3.4,1.8,3.4,3.8,1.85,3.4,3.6,2.1,3.0,3.1,2.0,3.4,3.0,1.91,3.25,3.4,1.85,3.4,3.4,1.65,2.0,1.85,1.75,-0.5,2.075,1.775,-0.5,,,,,
92,B1,11/12/04,Oostende,Louvieroise,2,1,H,1,1,D,3.75,3.3,1.8,3.8,3.4,1.8,3.3,3.5,1.9,3.5,3.1,1.9,3.4,3.25,1.91,3.3,3.3,1.91,3.0,3.4,2.0,1.65,2.0,1.7,1.9,0.5,1.975,1.875,0.5,,,,,
93,B1,11/12/04,St Truiden,Germinal,1,1,D,0,0,D,2.0,3.2,3.2,1.9,3.3,3.55,1.9,3.3,3.55,1.85,3.1,3.6,1.91,3.4,3.25,2.0,3.2,3.2,1.95,3.4,3.1,1.83,1.83,1.9,1.71,-0.5,1.75,2.1,-0.25,,,,,
94,B1,12/12/04,Cercle Brugge,FC Brussels,1,2,A,0,2,A,1.61,3.5,4.5,1.65,3.5,4.55,1.65,3.5,4.55,1.65,3.3,4.4,1.67,3.25,4.5,1.62,3.5,4.5,1.65,3.6,4.1,1.55,2.2,1.65,1.98,-0.5,1.825,2.025,-0.75,,,,,
95,B1,12/12/04,Gent,Standard,1,1,D,1,1,D,2.1,3.3,2.87,2.25,3.2,2.8,2.25,3.25,2.75,2.2,3.0,2.9,2.25,3.5,2.5,2.2,3.2,2.8,2.2,3.4,2.65,1.65,2.0,2.25,1.49,-0.5,2.1,1.75,-0.25,,,,,
96,B1,12/12/04,Mouscron,Bergen,5,1,H,0,1,A,1.5,3.6,5.5,1.5,3.65,5.8,1.55,3.5,5.5,1.55,3.5,4.8,1.5,3.6,5.5,1.53,3.4,5.5,1.6,3.55,4.5,1.6,2.1,1.55,2.14,-0.5,1.825,2.025,-1.0,,,,,
97,B1,18/12/04,FC Brussels,Mouscron,2,1,H,0,0,D,2.5,3.4,2.37,2.95,3.25,2.15,2.65,3.25,2.35,2.7,3.0,2.3,2.62,3.4,2.25,2.62,3.2,2.3,2.4,3.4,2.4,1.79,1.85,1.46,2.35,0.5,1.85,2.0,0.25,,,,,
98,B1,18/12/04,Genk,Cercle Brugge,2,1,H,1,0,H,1.36,3.75,8.0,1.45,3.8,6.25,1.33,4.3,7.85,1.35,4.0,7.0,1.4,3.75,7.0,1.4,3.75,7.0,1.4,4.1,6.0,1.55,2.2,1.8,1.63,-1.5,2.05,1.8,-1.5,,,,,
99,B1,18/12/04,Lokeren,Charleroi,1,1,D,1,1,D,2.25,3.2,2.75,2.1,3.3,3.0,2.2,3.4,2.75,2.2,3.0,2.9,2.1,3.4,2.8,2.25,3.2,2.75,2.25,3.4,2.6,1.83,1.83,2.2,1.52,-0.5,1.85,2.0,-0.25,,,,,
100,B1,18/12/04,Louvieroise,Lierse,3,2,H,1,1,D,2.2,3.2,2.8,1.95,3.35,3.35,2.2,3.2,2.9,2.2,3.0,2.9,2.0,3.2,3.2,2.1,3.25,2.9,,,,1.71,1.95,2.2,1.52,-0.5,2.15,1.7,-0.5,,,,,
101,B1,18/12/04,Westerlo,Gent,2,1,H,0,1,A,2.5,3.25,2.37,2.35,3.2,2.65,2.65,3.25,2.35,2.5,3.0,2.5,2.4,3.25,2.5,2.5,3.25,2.4,2.45,3.4,2.35,1.79,1.85,1.46,2.35,0.5,1.825,2.025,0.0,,,,,
102,B1,19/12/04,Beveren,Germinal,1,0,H,0,0,D,2.0,3.4,3.0,2.15,3.25,2.95,2.05,3.3,3.1,2.0,3.1,3.2,1.91,3.4,3.25,2.0,3.3,3.1,1.85,3.4,3.45,1.85,1.79,2.05,1.6,-0.5,1.825,2.025,-0.25,,,,,
103,B1,19/12/04,Club Brugge,St Truiden,5,1,H,3,1,H,1.16,5.5,12.0,1.2,5.5,10.5,1.2,5.35,11.0,1.2,5.0,10.0,1.2,5.0,11.0,1.2,5.0,11.0,1.2,5.0,11.0,1.5,2.3,,,,1.95,1.9,-2.0,,,,,
104,B1,19/12/04,Standard,Oostende,5,0,H,2,0,H,1.2,5.5,11.0,1.25,4.9,9.25,1.2,5.35,11.0,1.25,4.5,9.0,1.2,5.0,11.0,1.22,5.0,9.5,1.22,5.0,9.5,1.6,2.1,,,,2.0,1.85,-1.75,,,,,
105,B1,15/01/05,Anderlecht,Mouscron,2,0,H,1,0,H,1.22,5.0,9.0,1.25,5.0,9.0,1.23,5.15,9.5,1.22,4.8,9.5,1.25,4.5,10.0,1.22,5.0,9.5,1.2,5.5,9.0,1.45,2.45,1.23,3.34,-0.5,1.75,2.1,-1.5,,,,,
106,B1,15/01/05,Bergen,St Truiden,4,1,H,0,0,D,2.4,3.25,2.5,2.45,3.2,2.55,2.45,3.2,2.55,2.3,3.1,2.6,2.25,3.2,2.75,2.38,3.25,2.5,2.5,3.3,2.37,1.75,1.9,2.45,1.42,-0.5,1.725,2.125,0.0,,,,,
107,B1,15/01/05,Club Brugge,Beveren,3,1,H,2,1,H,1.16,6.0,10.0,1.15,6.0,13.0,1.15,5.75,13.0,1.15,6.0,12.0,1.2,5.0,11.0,1.17,6.0,10.0,1.2,5.5,9.0,1.4,2.6,1.15,3.99,-0.5,1.8,2.05,-2.0,,,,,
108,B1,15/01/05,Genk,FC Brussels,3,1,H,2,0,H,1.4,4.0,6.5,1.4,4.0,6.75,1.4,4.0,6.85,1.4,3.9,6.0,1.4,3.75,7.0,1.36,4.0,7.0,1.36,4.0,7.0,1.6,2.1,1.92,1.54,-1.5,1.75,2.1,-1.25,,,,,
109,B1,15/01/05,Germinal,Gent,0,0,D,0,0,D,2.5,3.1,2.5,2.4,3.2,2.6,2.45,3.2,2.55,2.5,3.0,2.5,2.4,3.25,2.5,2.5,3.1,2.5,2.5,3.1,2.5,1.85,1.79,2.45,1.42,-0.5,1.85,2.0,0.0,,,,,
110,B1,15/01/05,Lokeren,Cercle Brugge,4,0,H,0,0,D,1.61,3.5,4.5,1.65,3.4,4.75,1.65,3.45,4.6,1.65,3.3,4.4,1.67,3.4,4.33,1.62,3.5,4.5,1.61,3.3,5.0,1.65,2.0,1.65,1.97,-0.5,1.75,2.1,-0.75,,,,,
111,B1,15/01/05,Louvieroise,Charleroi,0,0,D,0,0,D,2.25,3.2,2.75,2.05,3.25,3.15,2.2,3.15,2.95,2.2,2.9,3.0,2.25,3.2,2.75,2.2,3.25,2.75,2.25,3.25,2.7,1.75,1.9,2.2,1.52,-0.5,1.925,1.925,-0.25,,,,,
112,B1,15/01/05,Standard,Lierse,4,1,H,1,0,H,1.57,3.5,5.0,1.5,3.65,5.8,1.55,3.6,5.25,1.55,3.5,4.8,1.53,3.4,5.5,1.53,3.6,5.2,1.57,3.5,5.0,1.65,2.0,1.55,2.14,-0.5,1.925,1.925,-1.0,,,,,
113,B1,16/01/05,Westerlo,Oostende,2,0,H,2,0,H,1.44,3.75,6.0,1.5,3.65,5.8,1.5,3.6,6.0,1.55,3.5,4.8,1.5,3.6,5.5,1.5,3.6,5.5,1.5,3.4,6.0,1.65,2.0,2.15,1.42,-1.5,1.8,2.05,-1.0,,,,,
114,B1,22/01/05,Beveren,Bergen,0,4,A,0,2,A,1.57,3.5,5.0,1.5,3.65,5.8,1.55,3.6,5.25,1.7,3.2,4.2,1.62,3.5,4.5,1.57,3.5,5.0,1.55,3.6,5.0,1.71,1.95,1.55,2.14,-0.5,1.925,1.925,-0.75,,,,,
115,B1,22/01/05,Charleroi,Standard,0,0,D,0,0,D,2.5,3.3,2.37,2.5,3.2,2.5,2.5,3.2,2.5,2.7,3.0,2.3,2.4,3.25,2.5,2.5,3.1,2.5,2.45,3.1,2.55,,,,,,2.025,1.825,0.0,,,,,
116,B1,22/01/05,FC Brussels,Lokeren,1,2,A,1,1,D,2.62,3.1,2.37,2.6,3.2,2.4,2.6,3.2,2.4,2.5,3.0,2.5,2.5,3.4,2.3,2.6,3.1,2.38,2.2,3.2,2.35,1.71,1.95,1.43,2.4,0.5,1.8,2.05,0.25,,,,,
117,B1,22/01/05,Lierse,Westerlo,3,0,H,1,0,H,1.9,3.25,3.4,1.8,3.4,3.8,1.92,3.2,3.6,1.9,3.1,3.5,1.91,3.5,3.2,1.85,3.25,3.6,1.8,3.25,3.8,1.65,2.0,1.9,1.71,-0.5,1.875,1.975,-0.5,,,,,
118,B1,22/01/05,Mouscron,Genk,1,2,A,1,1,D,2.5,3.1,2.5,2.6,3.2,2.4,2.6,3.2,2.4,2.5,3.0,2.5,2.5,3.25,2.4,2.62,3.2,2.3,2.8,3.1,2.25,1.71,1.95,1.43,2.4,0.5,1.8,2.05,0.25,,,,,
119,B1,22/01/05,Oostende,Germinal,0,0,D,0,0,D,2.62,3.1,2.37,2.6,3.2,2.4,2.55,3.2,2.45,2.7,3.0,2.3,2.5,3.4,2.3,2.6,3.1,2.38,2.7,3.1,2.3,1.83,1.83,1.42,2.45,0.5,1.8,2.05,0.25,,,,,
120,B1,22/01/05,St Truiden,Anderlecht,2,2,D,1,2,A,5.0,3.5,1.57,4.85,3.55,1.6,5.25,3.5,1.57,4.4,3.3,1.65,5.0,3.5,1.57,5.2,3.6,1.53,6.0,3.4,1.5,1.65,2.0,2.1,1.57,0.5,1.75,2.1,1.0,,,,,
121,B1,23/01/05,Cercle Brugge,Louvieroise,2,2,D,2,2,D,2.4,3.1,2.6,2.4,3.2,2.6,2.35,3.25,2.65,2.3,3.0,2.7,2.4,3.25,2.5,2.3,3.25,2.6,2.3,3.1,2.7,1.65,2.0,2.35,1.46,-0.5,1.825,2.025,0.0,,,,,
122,B1,23/01/05,Gent,Club Brugge,0,1,A,0,0,D,3.75,3.3,1.8,3.8,3.4,1.8,3.95,3.3,1.8,3.8,3.1,1.8,3.75,3.5,1.73,3.8,3.4,1.75,3.5,3.5,1.8,1.65,2.0,1.8,1.8,0.5,2.05,1.8,0.5,,,,,
123,B1,29/01/05,Anderlecht,Beveren,5,2,H,3,1,H,1.22,5.0,9.0,1.17,6.0,11.0,1.23,5.0,10.0,1.2,5.0,10.0,1.2,5.0,11.0,1.2,5.5,10.0,1.23,5.0,10.0,,,,,,1.8,2.05,-2.0,,,,,
124,B1,29/01/05,Bergen,Gent,1,0,H,0,0,D,2.75,3.2,2.25,2.9,3.2,2.2,2.65,3.25,2.35,2.7,3.0,2.3,2.75,3.25,2.2,2.7,3.2,2.3,2.65,3.25,2.35,,,,,,1.7,2.15,0.25,,,,,
125,B1,29/01/05,Club Brugge,Oostende,7,3,H,6,2,H,1.08,7.5,15.0,1.1,7.0,17.0,1.11,7.0,15.0,1.1,7.0,15.0,1.111,6.0,17.0,1.091,7.0,17.0,1.11,7.0,15.0,,,,,,1.8,2.05,-2.5,,,,,
126,B1,29/01/05,Germinal,Lierse,2,2,D,1,0,H,1.66,3.29,4.5,2.15,3.25,2.95,2.2,3.2,2.9,2.2,3.1,2.8,1.833,3.4,3.5,1.8,3.25,4.0,2.2,3.2,2.9,,,,,,1.7,2.15,-0.5,,,,,
127,B1,29/01/05,St Truiden,Mouscron,3,2,H,3,1,H,2.1,3.2,3.0,2.0,3.25,3.3,2.0,3.2,3.35,2.0,3.1,3.2,2.0,3.2,3.2,2.0,3.25,3.25,2.0,3.2,3.35,,,,,,2.05,1.8,-0.5,,,,,
128,B1,16/04/05,Genk,Beveren,2,1,H,1,0,H,1.3,4.33,8.0,1.35,4.25,7.4,1.3,4.25,8.5,1.3,4.2,8.0,1.29,4.33,9.0,1.29,4.5,8.0,1.3,4.5,7.5,1.55,2.2,1.3,2.83,-0.5,1.75,2.1,-1.5,,,,,
129,B1,16/04/05,Lokeren,St Truiden,4,3,H,3,1,H,7.0,3.75,1.4,6.75,4.0,1.4,6.75,3.95,1.4,6.0,3.9,1.4,6.5,3.6,1.44,6.5,4.0,1.4,,,,1.85,1.79,1.9,1.72,-0.5,,,,,,,,
130,B1,16/04/05,Mouscron,Germinal,0,1,A,0,1,A,1.9,3.2,3.5,1.9,3.3,3.55,1.9,3.3,3.55,1.8,3.1,3.8,1.91,3.2,3.5,1.91,3.2,3.5,1.9,3.05,3.65,1.79,1.85,1.95,1.67,-0.5,2.0,1.85,-0.5,,,,,
131,B1,17/04/05,Cercle Brugge,Oostende,2,0,H,2,0,H,2.1,3.2,3.0,1.95,3.4,3.25,2.05,3.3,3.0,2.1,3.3,2.8,1.8,3.4,3.6,1.91,3.2,3.5,1.85,3.3,3.5,1.71,1.95,2.05,1.57,-0.5,2.05,1.8,-0.5,,,,,
132,B1,17/04/05,Louvieroise,Anderlecht,1,1,D,1,1,D,1.83,3.25,3.6,1.9,3.3,3.55,1.9,3.3,3.6,2.1,3.3,2.8,1.8,3.4,3.6,1.91,3.3,3.4,1.9,3.3,3.35,1.6,2.1,,,,2.25,1.65,1.0,,,,,
133,B1,17/04/05,Standard,Bergen,2,0,H,1,0,H,1.25,5.0,8.0,1.2,5.5,10.5,1.2,5.25,10.5,1.27,4.3,8.5,1.25,4.6,9.0,1.22,5.0,9.0,1.25,4.75,8.5,1.6,2.1,1.2,3.5,-0.5,2.125,1.725,-1.75,,,,,
134,B1,22/04/05,Anderlecht,Standard,3,2,H,1,1,D,1.72,3.4,4.0,1.7,3.45,4.3,1.75,3.3,4.0,1.75,3.2,4.0,1.73,3.4,4.0,1.8,3.25,4.0,1.8,3.3,3.75,1.71,1.95,1.75,1.81,-0.5,2.0,1.85,-0.5,,,,,
135,B1,23/04/05,Bergen,Westerlo,3,2,H,1,1,D,1.57,3.6,5.0,1.7,3.5,4.2,1.57,3.6,4.75,,,,1.62,3.5,4.5,,,,1.5,3.8,5.0,1.65,2.0,,,,1.85,2.0,-0.75,,,,,
136,B1,23/04/05,Beveren,Lokeren,0,2,A,0,2,A,2.25,3.1,2.8,2.2,3.2,2.9,2.2,3.25,2.75,2.2,3.1,2.8,2.2,3.2,2.8,2.2,3.4,2.75,2.2,3.4,2.65,1.71,1.95,2.2,1.49,-0.5,1.85,2.0,-0.25,,,,,
137,B1,23/04/05,Club Brugge,Germinal,6,0,H,4,0,H,1.2,5.0,11.0,1.2,5.5,10.5,1.16,5.5,12.0,1.2,5.0,10.0,1.17,5.5,12.0,1.2,5.0,12.0,1.14,6.5,10.0,1.35,2.75,,,,1.875,1.975,-1.75,,,,,
138,B1,23/04/05,Gent,Genk,0,1,A,0,0,D,2.37,3.1,2.62,2.5,3.2,2.5,2.45,3.25,2.45,2.5,3.0,2.5,2.62,3.5,2.2,2.5,3.4,2.4,2.4,3.4,2.4,1.75,1.9,2.45,1.4,-0.5,1.975,1.875,0.0,,,,,
139,B1,23/04/05,Oostende,FC Brussels,1,0,H,1,0,H,2.1,3.1,3.1,2.2,3.2,2.9,2.1,3.3,2.9,2.0,3.3,3.0,2.2,3.25,2.75,2.2,3.2,2.88,2.1,3.4,2.8,1.71,1.95,2.1,1.54,-0.5,1.925,1.925,-0.25,,,,,
140,B1,23/04/05,St Truiden,Louvieroise,2,1,H,0,1,A,1.72,3.4,4.0,1.8,3.45,3.8,1.77,3.4,3.75,1.7,3.3,4.0,1.73,3.5,3.75,1.8,3.4,3.75,1.8,3.4,3.6,1.75,1.9,1.77,1.78,-0.5,1.75,2.1,-0.5,,,,,
141,B1,24/04/05,Charleroi,Mouscron,2,0,H,2,0,H,1.57,3.5,5.0,1.6,3.5,5.0,1.57,3.6,4.75,1.6,3.5,4.4,1.67,3.4,4.33,1.62,3.6,4.5,1.6,3.4,4.75,1.83,1.83,1.57,2.05,-0.5,2.05,1.8,-0.75,,,,,
142,B1,24/04/05,Lierse,Cercle Brugge,2,0,H,0,0,D,2.1,3.2,3.0,2.15,3.25,2.95,2.1,3.3,2.9,2.1,3.2,2.9,1.91,3.4,3.25,2.1,3.4,2.88,2.15,3.2,2.85,1.71,1.95,2.1,1.54,-0.5,2.05,1.8,-0.5,,,,,
143,B1,29/04/05,Westerlo,Anderlecht,2,2,D,2,1,H,6.0,3.75,1.44,6.5,3.75,1.45,6.0,3.75,1.45,7.0,4.0,1.35,,,,6.0,3.6,1.5,5.5,3.6,1.5,1.55,2.2,1.44,2.11,1.5,1.85,2.0,1.25,,,,,
144,B1,30/04/05,FC Brussels,Lierse,3,2,H,1,2,A,1.8,3.3,3.75,1.7,3.4,4.3,1.75,3.45,3.8,,,,,,,1.75,3.5,3.8,1.7,3.6,3.8,1.83,1.83,1.75,1.81,-0.5,1.8,2.05,-0.5,,,,,
145,B1,30/04/05,Genk,Oostende,2,2,D,0,0,D,1.28,4.5,8.0,1.3,4.4,8.5,1.25,4.65,9.0,1.25,4.5,9.0,,,,1.29,4.5,8.5,1.22,5.0,9.5,1.55,2.2,,,,1.85,2.0,-1.5,,,,,
146,B1,30/04/05,Germinal,Bergen,2,0,H,1,0,H,2.2,3.25,2.75,2.25,3.3,2.75,2.2,3.3,2.75,,,,,,,2.25,3.4,2.62,2.1,3.5,2.75,1.83,1.83,2.2,1.5,-0.5,2.1,1.75,-0.25,,,,,
147,B1,30/04/05,Lokeren,Gent,0,1,A,0,0,D,2.25,3.0,2.87,2.25,3.2,2.8,2.1,3.3,2.9,2.2,3.2,2.7,,,,2.2,3.2,2.88,2.1,3.3,2.87,1.75,1.9,2.1,1.54,-0.5,1.925,1.925,-0.25,,,,,
148,B1,30/04/05,Louvieroise,Beveren,3,0,H,0,0,D,1.72,3.4,4.0,1.75,3.45,4.0,1.8,3.3,3.75,,,,,,,1.8,3.4,3.75,1.8,3.3,3.75,1.65,2.0,1.8,1.76,-0.5,1.925,1.925,-0.75,,,,,
149,B1,30/04/05,Mouscron,Club Brugge,0,1,A,0,0,D,7.0,4.33,1.33,7.0,3.9,1.4,6.25,4.0,1.4,7.0,4.0,1.35,,,,6.5,4.0,1.4,7.0,3.75,1.4,1.55,2.2,,,,2.0,1.85,1.25,,,,,
150,B1,30/04/05,Standard,St Truiden,4,1,H,3,0,H,1.22,5.5,8.0,1.2,5.5,10.5,1.25,4.65,9.0,1.3,4.2,8.0,,,,1.29,4.5,8.5,1.25,5.0,8.0,1.6,2.1,,,,1.85,2.0,-1.5,,,,,
151,B1,01/05/05,Cercle Brugge,Charleroi,0,4,A,0,2,A,2.75,3.25,2.2,2.8,3.2,2.25,2.7,3.2,2.25,2.8,3.1,2.2,,,,2.75,3.25,2.25,2.62,3.2,2.3,1.65,2.0,1.46,2.25,0.5,2.0,1.85,0.25,,,,,
152,B1,06/05/05,Bergen,Club Brugge,0,0,D,0,0,D,5.5,3.6,1.5,6.75,3.65,1.45,6.0,4.0,1.4,5.4,3.8,1.45,6.5,4.0,1.4,6.5,4.0,1.4,6.0,4.5,1.36,1.55,2.2,2.4,1.4,0.5,2.15,1.7,1.0,,,,,
153,B1,07/05/05,Anderlecht,Germinal,3,0,H,1,0,H,1.2,5.0,11.0,1.2,5.0,12.5,1.2,5.0,10.0,1.2,5.0,10.0,,,,1.22,5.0,10.0,1.2,5.0,11.0,,,,,,1.875,1.975,-1.75,,,,,
154,B1,07/05/05,Beveren,Standard,2,3,A,1,2,A,4.5,3.5,1.61,4.5,3.6,1.65,5.0,3.5,1.55,4.6,3.4,1.6,,,,4.5,3.6,1.62,5.5,3.5,1.53,1.6,2.1,2.06,1.55,0.5,1.975,1.875,1.0,,,,,
155,B1,07/05/05,Cercle Brugge,Mouscron,1,0,H,0,0,D,2.2,3.25,2.75,2.1,3.3,3.0,2.2,3.3,2.65,,,,,,,2.1,3.25,3.0,2.25,3.4,2.6,1.71,1.95,2.2,1.47,-0.5,2.15,1.7,-0.25,,,,,
156,B1,07/05/05,Charleroi,FC Brussels,1,2,A,1,0,H,1.44,3.6,6.5,1.4,3.8,7.3,1.45,3.5,6.35,1.35,4.0,7.0,,,,1.44,3.75,6.5,1.4,3.6,7.5,1.71,1.95,1.45,2.26,-0.5,1.95,1.9,-1.25,,,,,
157,B1,07/05/05,Gent,Louvieroise,2,1,H,1,1,D,1.61,3.5,4.5,1.6,3.45,5.0,1.6,3.5,4.5,1.6,3.4,4.6,,,,1.67,3.4,4.5,1.66,3.5,4.2,1.83,1.83,1.6,1.97,-0.5,1.925,1.925,-0.75,,,,,
158,B1,07/05/05,Lierse,Genk,1,5,A,0,2,A,4.33,3.4,1.66,3.85,3.4,1.8,4.1,3.5,1.65,4.4,3.3,1.65,,,,4.33,3.5,1.67,4.33,3.4,1.66,1.83,1.83,1.89,1.65,0.5,2.0,1.85,0.75,,,,,
159,B1,08/05/05,Oostende,Lokeren,0,2,A,0,1,A,1.72,3.4,4.0,1.65,3.5,4.5,1.75,3.5,3.6,,,,,,,1.73,3.5,4.0,1.8,3.4,3.6,1.65,2.0,1.75,1.77,-0.5,1.875,1.975,-0.5,,,,,
160,B1,21/05/05,Mouscron,FC Brussels,2,0,H,2,0,H,2.0,3.2,3.2,1.9,3.3,3.55,1.95,3.2,3.4,1.9,3.3,3.3,,,,1.95,3.25,3.4,1.85,3.3,3.5,1.65,2.0,1.95,1.65,-0.5,2.025,1.825,-0.5,,,,,
161,B1,21/05/05,Oostende,Standard,1,1,D,1,1,D,8.0,4.5,1.28,7.3,3.8,1.4,6.5,3.75,1.4,7.0,4.0,1.35,,,,6.5,3.75,1.44,6.0,4.1,1.4,1.55,2.2,2.33,1.44,0.5,2.2,1.65,1.25,,,,,
162,B1,21/05/05,St Truiden,Club Brugge,3,2,H,2,1,H,3.75,3.3,1.8,3.8,3.4,1.8,4.0,3.35,1.75,3.7,3.2,1.8,,,,4.0,3.5,1.73,4.1,3.4,1.7,1.6,2.1,1.82,1.75,0.5,2.15,1.7,0.5,,,,,
